Buurt2025;buurtnaam2025
02630208;Verspreide huizen in het bouwgebied
02630209;Verspreide huizen in de polder Hedel
02630300;Heerewaarden
02630301;Huizendijk, Voorne, De Kop en Veluwe
02630309;Verspreide huizen Heerewaarden
02630400;Rossum
02630401;Hurwenen
02630408;Verspreide huizen Hurwenen en Rossum
02630409;Overige verspreide huizen
02670101;Industriegebied
02670102;Groot Corlaer
02670103;Corlaer
02670104;Nautena-zuid/Schulpkamp
02670105;Nautena-noord/Havenstraat
02670106;Centrum
02670107;Bruins Slotlaan/Campenbuurt
02670108;Zilverschoon/Oranjebuurt
02670109;Coltoflaan/van Oldenbarneveldstraat
02670110;Luxool
02670111;Paasbos-west
02670112;Paasbos-oost
02670113;Strijland-west
02670114;Strijland-oost
02670115;Spoorkamp/De Terrassen
02670116;De Flier/Arkerpoort
02670117;De Bogen
02670118;Doornsteeg
02670201;Kruishaar
02670202;Slichtenhorst
02670203;Appel/'t Woud
02670204;Prinsenkamp
02670300;Nijkerkerveen-Noord
02670301;Nijkerkerveen-Zuid
02670302;Holkerveen
02670401;Arkemheen
02670402;De Veenhuis/Achterhoek
02670500;Hoevelaken-Stoutenburgerlaan-Oost
02670501;Hoevelaken-Oranjebuurt-Horstbeek
02670502;Hoevelaken-Overhorst
02670503;Hoevelaken-Kleinhoven
02670504;Hoevelaken-Hogenbrink
02670505;Hoevelaken-Middelaar
02679997;Groot binnenwater
02680100;Benedenstad
02680101;Stadscentrum
02680202;Bottendaal
02680203;Galgenveld
02680204;Altrade
02680205;Hunnerberg
02680206;Hengstdal
02680207;Kwakkenberg
02680208;Groenewoud
02680209;Ooyse Schependom
02680320;Biezen
02680321;Wolfskuil
02680422;Hees
02680423;Heseveld
02680424;Neerbosch-Oost
02680425;Haven- en industrieterrein
02680510;Nije Veld
02680511;Hazenkamp
02680512;Goffert
02680513;St. Anna
02680517;Heijendaal
02680614;Hatertse Hei
02680615;Grootstal
02680616;Hatert
02680618;Brakkenstein
02680731;Tolhuis
02680732;Zwanenveld
02680733;Meijhorst
02680734;Lankforst
02680735;Aldenhof
02680736;Malvert
02680737;Weezenhof
02680738;Vogelzang
02680739;Staddijk
02680840;'t Acker
02680841;De Kamp
02680842;'t Broek
02680843;Kerkenbos
02680847;Westkanaaldijk
02680848;Neerbosch-West
02680849;Bijsterhuizen
02680950;Oosterhout
02680960;Ressen
02680970;Lent
02690000;Oldebroek
02690001;Bovenstreek
02690002;Broekdijk
02690004;'t Loo
02690005;Verspreide huizen Oldebroek
02690006;Verspreide huizen Oldebroekse Heide
02690007;Verspreide huizen polder Oldebroek
02690008;Verspreide huizen 't Loo
02690009;Verspreide huizen heide 't Loo
02690100;Wezep-Centrum
02690101;Wezep-Oost
02690102;Hattemerbroek
02690103;Wezep-West
02690104;Wezep-Noord
02690105;Verspreide huizen Wezep
02690106;Verspreide huizen Duivendans
02690107;Verspreide huizen Wezepse Heide
02690108;Verspreide huizen polder Hattemerbroek
02690109;Verspreide huizen Hattemerbroekse Heide
02690110;Verspreide huizen Heide Hoek
02690200;Oosterwolde
02690201;Noordeinde
02690203;Eekt
02690208;Verspreide huizen Oosterwolde
02690209;Verspreide huizen Noordeinde
02690210;Verspreide huizen Oosterwolde
02699997;Groot binnenwater
02730000;Putten-Centrum
02730001;Putten-Zuid-Oost
02730002;Putten-Noord
02730003;Putten-Zuid-West
02730004;Putten-Stationsstraat industriegebied
02730005;Verspreide huizen Hell en Diermen
02730006;Verspreide huizen Huinen en Halvinkhuizen
02730007;Verspreide huizen Gerven
02730008;Verspreide huizen Norden, Bijsteren en Hoef
02730009;Verspreide huizen Nulde
02730100;Koudhoorn
02730108;Verspreide huizen Krachtighuizen en omgeving
02730109;Verspreide huizen bosgebied
02739997;Groot binnenwater
02740101;Jufferswaard
02740102;Grunsfoort
02740103;Onder de Bomen
02740104;Renkum Centrum
02740105;De Enk
02740106;Gelria
02740201;Keijenberg
02740202;Hogenkamp
02740203;Bakkershaag
02740204;Schaapsdrift
02740205;Fluitersmaat
02740206;Quadenoord
02740207;Renkumse Heide
02740301;Vosdal
02740302;Aan de Beek
02740303;Heidestein
02740304;Kamperdijk
02740305;Klein Zwitserland
02740306;Wilhelminapark
02740401;Hoog Doorwerth
02740402;Doorwerthsestraat
02740403;De Kamp
02740501;Boschhoeve
02740502;Wolfhezerbeek
02740503;De Stichting
02740504;Lawijckerhof
02740601;De Buunderkamp
02740602;Reijers-Camp
02740603;Duitsekampweg
02740604;Het Hazeleger
02740701;Doorwerthse Waarden
02740702;Doorwerthse Bossen
02740703;Kievitsdel
02740801;Doorwerth Zuid
02740802;Clusterwoningen
02740803;Cardanuslaan
02740901;Hunneschans - Valckeniersbossen
02740902;Heveadorp
02741001;Hemelse Berg
02741002;Valkenberg
02741003;Wodanswoud
02741004;Sonnenberg
02741005;Bilderberg
02741101;Oosterbeekse Waarden
02741102;Bato's Wijk
02741103;Nieuwland
02741104;Stenenkruis
02741105;Klingelbeek
02741201;Beelaertslaan
02741202;Transvaal
02741203;Dreyeroord
02741204;Dennenkamp
02741205;De Dreijen
02741206;Talud
02750000;Dieren-Zuid beneden spoorlijn
02750001;Dieren-Noord boven spoorlijn
02750002;Dieren-West boven spoorlijn
02750003;Spankeren
02750004;Ellecom
02750005;Laag-Soeren
02750007;Verspreide huizen bosgebied Laag Soeren
02750008;Verspreide huizen Spankeren
02750009;Verspreide huizen Fraterwaard en Beimerwaard
02750010;Verspreide huizen bosgebied Ellecom
02750011;Verspreide huizen bosgebied Dieren
02750100;Rheden
02750101;Rheden-West ten westen van Oranjeweg en Haverweg
02750102;Verspreide huizen Rheden
02750103;De Steeg
02750106;Verspreide huizen bosgebied De Steeg
02750107;Verspreide huizen bosgebied Rheden
02750108;Verspreide huizen Havikerwaard en Middachten
02750200;Velp-Noord boven spoorlijn
02750201;Velp-Zuid beneden spoorlijn
02750202;Velp-Zuid ten zuiden van Waterstraat
02750208;Verspreide huizen Velp-Noordoost
02750209;Verspreide huizen Velp-Zuidoost
02770000;Rozendaal
02770009;Verspreide huizen Imbosch en Terlet
02790000;Scherpenzeel
02790008;Verspreide huizen ten zuiden van Scherpenzeel
02790009;Verspreide huizen ten noorden van Scherpenzeel
02810000;Binnenstad
02810001;Sterrebos
02810002;Hertogenwijk
02810003;Burgemeesterswijk
02810004;Stationsbuurt
02810005;Santwijck
02810006;De Lok
02810007;Het Ooij
02810009;Latenstein
02810010;Tiel-West
02810011;Wadenoijenlaan e.o.
02810100;Elzenpas
02810101;Westroijen
02810102;Rauwenhof e.o.
02810103;Rauwenhof
02810104;Drumpt
02810107;Industrieterrein Medel
02810108;Veluwe
02810109;Industrieterrein Kellen
02810200;Wadenoijen
02810201;Kapel-Avezaath
02810208;Kapel-Avezaath e.o.
02810209;Wadenoijen e.o.
02810300;Passewaaij-Noord-West
02810301;Passewaaij-Noord-Oost
02810302;Passewaaij-Zuid-West
02810303;Passewaaij-Zuid-Oost
02810304;Passewaaij e.o.
02810305;Zennewijnen
02810306;Zennewijnen e.o.
02850101;Nijbroek Dorpskern
02850102;Nijbroek Buitengebied
02850201;Terwolde dorpskern
02850202;Terwolde Buitengebied
02850301;De Vecht Dorpskern
02850302;De Vecht Buitengebied
02850401;Teuge Dorpskern
02850402;Teuge Buitengebied
02850501;Twello Noord
02850502;Twello Demmerskamp en Stationsbuurt
02850503;Twello Molenveld en Duistervoorde
02850504;Twello De Veldjes
02850505;Twello Centrum
02850506;Twello Omg. Binnenweg
02850507;Twello Achter Het Holthuis
02850508;Twello Planetenbuurt en Hietweide
02850509;Twello De Vijfhoek
02850510;Twello Omg. Veenhuisweg en De Schaker
02850511;Twello Buitengebied
02850601;Steenenkamer
02850701;Wilp-Achterhoek Dorpskern
02850702;Wilp-Achterhoek Buitengebied
02850801;Posterenk Dorpskern
02850802;Posterenk Buitengebied
02850901;Wilp Dorpskern
02850902;Wilp Buitengebied
02851001;Klarenbeek Dorpskern
02851002;Klarenbeek Buitengebied
02851101;Bussloo Dorpskern
02851102;Bussloo Buitengebied
02851201;Voorst Dorpskern
02851202;Voorst Buitengebied
02890101;Rietveldbuurt
02890102;De Hooilanden
02890103;Mondriaanbuurt
02890104;Business & Science Park
02890201;Wageningen Campus en Droevendaal
02890202;De Blauwe Bergen en de Bongerd
02890301;De Weiden
02890302;Boomgaarden
02890401;Tarthorst
02890402;Roghorst
02890501;Kortenoord-West
02890502;Kortenoord-Oost
02890503;Haarweg
02890504;Marijkebuurt
02890601;Pomona
02890602;Haverlanden
02890603;De Buurt-West
02890604;De Buurt-Oost
02890701;Bovenbuurt
02890702;Benedenbuurt
02890801;Nude-buurt
02890802;Nudepark, Rijnhaven en Industrieweg
02890901;Binnenstad
02890902;Rustenburg
02891001;Veluvia
02891002;De Dreijen
02891003;Hamelakkers
02891101;Wageningen-Hoog
02891201;Het Binnenveld
02891202;De Eng
02891203;Wageningse Berg
02891204;Oude Nude
02891205;Uiterwaarden
02930000;Westervoort
02930001;Westervoort-Broeklanden
02930002;Westervoort-Lange Maat en Hoogeind
02930003;De Leigraaf-De Steenderens
02930004;De Ganzepoel-Schans
02930009;Verspreide huizen Westervoort
02940000;Centrale deel
02940001;Winterswijk-Zuidwest
02940002;Winterswijk-Noordwest
02940003;Winterswijk-Noordoost
02940004;Winterswijk-Zuidoost
02940100;Meddo
02940101;Kotten
02940102;Miste
02940103;Verspreide huizen Brinkheurne en omgeving
02940104;Verspreide huizen Meddo
02940105;Verspreide huizen ten noorden van Winterswijk
02940106;Verspreide huizen Ratum, Henxel, Huppel
02940107;Verspreide huizen Kotten
02940108;Woold
02940109;Verspreide huizen Miste
02940120;Verspreide huizen Corle en omgeving
02940121;Verspreide huizen Woold
02960000;Verspreide huizen wezel
02960001;Verspreide huizen Vormer
02960002;Verspreide huizen Bankhoef
02960100;Saltshof
02960101;Bedrijventerrein Bijsterhuizen
02960102;Woezik
02960103;Veenhof
02960104;Verspreide huizen Woezik
02960105;Lambrasse
02960106;Kraaijenberg
02960107;Heilige Stoel
02960108;Homberg
02960109;Wijchen Noord
02960110;Hofsedam
02960111;Bedrijventerrein Zesweg
02960112;Blauwe Hof
02960113;Aalsburg
02960114;Centrum
02960115;De Uilenboom
02960116;Valendries
02960117;Bedrijventerrein Nieuwenweg
02960118;Verspreide huizen Valendries
02960119;Zevendreef
02960120;Zesakkers
02960121;De Grippen
02960122;De Weertjes
02960123;Diepvoorde
02960124;Huissteden-Zuiderpoort
02960125;Hoogmeer
02960126;De Ververt
02960127;Sluiskamp
02960128;Oudelaan
02960129;Kronenland
02960130;Abersland
02960131;Elsland
02960132;De Geer
02960133;De gamert
02960134;De Meren
02960135;De Flier
02960136;Diemewei
02960137;De Lingert
02960138;Huurlingsedam
02960200;Balgoij
02960201;Verspreidehuizen Balgoij
02960300;Batenburg
02960301;Verspreide huizen Batenburg
02960400;Bergharen
02960401;Bedrijventerrein Breekwagen
02960402;Verspreide huizen Bergharen
02960500;Hernen
02960501;Verspreide huizen Hernen
02960600;Leur
02960601;Verspreide huizen Leur
02960700;Niftrik
02960701;Loonse Waard
02960702;Verspreide huizen Niftrik
02960800;Verspreide huizen Hoogbroek
02960801;Verspreide huizen Heumenseweg-Boskant
02960802;Verspreide huizen Lunen
02960803;Alverna
02970000;Zaltbommel Binnenstad
02970001;Zaltbommel Vergt en omgeving
02970002;Zaltbommel Spellewaard
02970007;Verspreide huizen Hoeven
02970008;Verspreide huizen Oostzijde
02970009;Verspreide huizen Westzijde
02970100;Brakel
02970101;Poederoijen
02970102;Aalst
02970103;Zuilichem
02970104;De Rietschoof
02970105;Verspreide huizen in de polder Aalst
02970106;Verspreide huizen in de polder Poederoijen
02970107;Verspreide huizen in de polder Brakel
02970108;Verspreide huizen in het Munnikenland
02970109;Verspreide huizen in de polder Zuilichem en omgeving
02970200;Kerkwijk
02970201;Bruchem
02970202;Beneden-Delwijnen
02970203;Gameren
02970204;Nieuwaal
02970207;Verspreide huizen polders Delwijnen en Bruchem
02970208;Verspreide huizen Kerkwijk en Bruchem
02970209;Verspreide huizen polders Gameren en Nieuwaal
02970300;Nederhemert-Noordzijde
02970301;Nederhemert-Zuidzijde
02970309;Verspreide huizen Nederhemert
02990000;Centrum
02990001;Molenwijk
02990002;Het Grieth
02990003;Schrijvershoek
02990004;Zonnemaat
02990005;Lentemorgen I
02990006;Stegeslag
02990007;Lentemorgen II
02990008;Tatelaar
02990009;De Horst
02990010;Methen
02990011;Mercurion
02990012;Hengelder
02990013;Zuidspoor
02990014;Oud Zevenaar
02990015;Ooy
02990016;Groot Holthuizen
02990017;Zevenaars Broek
02990018;7Poort
02990100;Babberich
02990101;Camphuizen
02990102;Buitengebied Babberich
02990200;Angerlo
02990201;Angerlo's Broek
02990300;Giesbeek
02990301;Rhederlaag
02990302;Riverparc
02990400;Lathum
02990500;Rijnstrangen
02990600;Pannerden
02990601;Buitengebied Pannerden
02990700;Aerdt
02990701;Buitengebied Aerdt
02990800;Herwen
02990801;Buitengebied Herwen
02990900;Lobith
02991000;Tolkamer
02991001;De Bijland
02991100;Spijk
02991101;Buitengebied Lobith/Spijk
03010000;Stadskern
03010001;Laarstraat en omgeving
03010002;Marswegkwartier
03010003;Nieuwstad en Coehoornsingel
03010004;De Hoven
03010100;Vijver en omgeving
03010101;Zeeheldenbuurt
03010102;Helbergen
03010103;Warnsveldsewegkwartier-Zuid
03010104;Warnsveldsewegkwartier-Noord
03010105;Staatsliedenbuurt
03010106;Pagemate en omgeving
03010200;Helleraetplein en omgeving
03010201;Weg naar Laren en omgeving
03010202;Deventerweg en Polbeek
03010203;Voorsteralleekwartier
03010300;Moesmate en Tichelkuilen
03010301;Zwanevlot en De Brink
03010302;Braamkamp
03010303;Stokebrand, Bagijnenland en Bronsbergen
03010304;Waarden en weerdslag
03010400;Ooyerhoek
03010401;De Enk
03010402;Eme en Broek
03010403;Looërenk en Woud
03010409;Vespreide huizen Leesten
03010500;Dorp Warnsveld
03010501;Welgelegen
03010502;Scheperkamp
03010503;Overkamp
03010509;Warken
03020000;Nunspeet-Oost
03020001;Nunspeet-West
03020002;Nunspeet-Zuid
03020003;Hulshorst
03020005;Verspreide huizen Hulshorst
03020006;Verspreide huizen Zuiderzeeland Nunspeet
03020007;Verspreide huizen Zuiderzeeland Hulshorst
03020008;Verspreide huizen bosgebied Nunspeet
03020009;Verspreide huizen bosgebied Hulshorst
03020100;Elspeet
03020101;Vierhouten
03020107;Verspreide huizen bosgebied Vierhouten
03020108;Verspreide huizen Elspeet en omgeving
03020109;Verspreide huizen Elspeetse Bos
03029997;Groot binnenwater
03030101;Poort van Dronten
03030102;Business Zone Delta
03030103;De Gilden
03030104;De Munten
03030105;De Drieslag
03030210;Pioniersweg
03030211;Houtwijk
03030212;Hanzekwartier
03030213;De Oeverloperwijk
03030320;Centrum Dronten
03030321;Oud-Dronten
03030322;De Fazant
03030323;Bungalowpark
03030324;De Boeg
03030430;De Landmaten
03030431;De Manege
03030432;De Lancaster
03030433;De Landstreken
03030434;De Kruidentuin
03030435;Golfresidentie
03030548;AZC
03030549;Ketelhaven
03030550;Buitengebied Dronten
03030601;Oud-Biddinghuizen Buiten
03030602;Oud-Biddinghuizen
03030603;De Kaai
03030604;Centrum Biddinghuizen
03030605;De Baan
03030606;Bremerpark
03030607;De Graafschap
03030608;Noorderbaan
03030609;Oldebroekerweg
03030620;Buitengebied Biddinghuizen
03030701;Kampbuurt
03030702;Centrum Swifterbant
03030703;Oud-Swifterbant
03030704;Spelbuurt
03030705;Bloemenbuurt
03030706;De Kolk
03030707;Tarpan
03030708;Bedrijventerrein Spelwijk
03030720;Buitengebied Swifterbant
03039997;Groot binnenwater
03070100;Hof
03070101;Nieuwstraat e.o.
03070102;Mooierstraat e.o.
03070103;Lieve Vrouwekerkhof
03070104;Coninckstraat e.o.
03070105;Beestenmarkt
03070106;Grote Haag
03070107;Stadhuisplein
03070108;Schimmelpenninckbuurt
03070200;Smallepad e.o.
03070202;Snouckaertlaan e.o.
03070204;Zonnehof
03070300;Rivierenbuurt-Oost
03070301;Rivierenbuurt-West
03070302;Gerrit van Stellingwerfstraat e.o.
03070303;Bloemenbuurt-Oost
03070304;Bloemenbuurt-West
03070305;Bomenbuurt
03070306;Puntenburg
03070307;Piet Mondriaanlaan e.o.
03070308;Wagenwerkplaats
03070309;Spooremplacement
03070401;Eemplein-Nieuwe Stad
03070402;Kop van Isselt
03070504;Isselt-Oost
03070505;Isselt-West
03070600;Jericho / Jeruzalem
03070601;Sterrenbeeldenbuurt
03070603;Gildekwartier
03070700;Kruiskamp-Noord
03070701;Kruiskamp-Midden
03070702;Kruiskamp-Zuid
03070800;Vuurtoren
03070801;De Plaatsen
03070803;Koperhorst
03070900;Elly Takmastraat e.o.
03070902;Camera Obscurastraat e.o.
03070903;Queekhoven e.o.
03070905;Het Gein
03070906;Park Schothorst
03071000;Liendert-Noord
03071001;Zangvogelbuurt
03071002;De Horsten
03071003;Watervogelbuurt
03071004;Liendert-Zuid
03071100;Rustenburg-Noord
03071101;Rustenburg-Zuid
03071201;Bloeidaal
03071202;Stoutenburg-Noord
03071203;De Wieken
03071204;Vinkenhoef
03071205;Nijkerkerstraat e.o.
03071300;Schuilenburg-Midden
03071301;Schuilenburg-Noord
03071302;Schuilenburg-Zuid
03071400;Willem III
03071401;Componistenbuurt-Noord
03071402;Componistenbuurt-Midden
03071403;Componistenbuurt-Zuid
03071500;Bekenstein / De Luiaard
03071501;Vermeerkwartier-Oost
03071502;Vermeerkwartier-West
03071503;Dorrestein
03071600;De Driehoek
03071601;Leusderkwartier-West
03071602;Leusderkwartier-Oost
03071603;Nimmerdor
03071700;Westerstraat e.o.
03071701;Juliana van Stolberg
03071702;Huijgenslaan e.o.
03071703;De Lichtenberg
03071704;Verhoevenstraat e.o.
03071705;Indische Buurt
03071706;Klein Zwitserland-Laag
03071707;Klein Zwitserland-Hoog
03071800;Regentesselaan e.o.
03071801;Stationsbuurt
03071802;Staatsliedenbuurt-Oost
03071803;Staatsliedenbuurt-West
03071804;Oranjebuurt
03071900;De Ham
03071901;Langenoord
03071902;Bieshaar-Noord
03071903;Bieshaar-Zuid
03071904;De Bik
03071905;De Brinken
03071906;De Biezen
03072000;Vlinderbuurt
03072001;Erasmusstraat e.o.
03072002;Muziekbuurt-Noord
03072003;Muziekbuurt-Zuid
03072004;Architectenbuurt-Oost
03072005;Architectenbuurt-West
03072006;Sportpark Zielhorst
03072007;De Brand
03072100;Donken en zanden
03072101;Paddenstoelenbuurt
03072102;Woudzoom e.o.
03072103;Wintertuinen
03072104;De Verwondering e.o.
03072105;Emiclaer
03072106;Groote Kreek e.o.
03072107;Boerderijenkamer
03072108;Kattenbroek-Noord
03072201;Calveen
03072400;Stadskwartier
03072402;Hoge Hoven
03072403;Centrum / Waterpark
03072404;Stadstuin
03072405;Waterkwartier
03072407;Kruidenbuurt
03072500;Hoefkwartier
03072501;De Hoef-Oost
03072600;Dorpskern Hooglanderveen
03072601;Lient e.o.
03072602;Hoekveen e.o.
03072603;Heideweg e.o.
03072700;Coelhorst
03072701;Zeldert
03072709;De Schans
03072800;Park van de Tijden-West
03072801;Dassenberg e.o.
03072802;Park van de Tijden-Oost
03072803;Duisterweg e.o.
03072804;Eilandengroepenbuurt
03072900;Polderbuurt-Noord
03072901;Winkelcentrum Vathorst
03072902;Damespolderbuurt
03073000;De Bron-Noord
03073001;De Bron-Zuid
03073100;Waddeneilandenbuurt
03073101;Zuiderzeestedenbuurt-Oost
03073102;Zuiderzeestedenbuurt-West
03073103;De Baken
03073104;Laakse Tuinen
